Gene	su001	su002	su003	su004	su005	su006	su007	su008	su009	su010	su012
FO538757.2	0.798542787936598	1.18070133777812	1.26283039253587	0.872432995229706	0.928267770384778	0.70864135032083	0.45698539664909	1.04715363559986	0.732532254470122	1.29011310871186	0.875866907231281
AP006222.2	0.109816235833548	0.0781426330434688	0.290587557198626	0.0663053088773878	0.0721108147205584	0.129570948115087	0.126960942360785	0.157762581478678	0.0588398640349962	0.146887156011742	0.241363088817359
LINC00115	0.181150743594884	0.136386923009759	0.102936495398964	0.179261697055568	0.11204782814431	0.124331805640146	0.159743187215638	0.175706516283116	0.0984456781761075	0.0646238888457589	0.113018463306584
FAM41C	0.0286734234602796	0.036928025869806	0.114586668150138	0.0429299413329931	0.0409546277994716	0.0647031783444157	0.0300950746819024	0.04408292396819	0.0225032384257403	0.0513565676370916	0.0562853862565308
NOC2L	0.86246326254661	0.673517437394468	1.05286259635166	0.838682838737112	0.779088207785485	0.570568418254576	0.621253809765046	0.590276756077704	0.852057930713005	0.803747162839204	1.06135390274621
KLHL17	0.0362749095702276	0.0379132747549011	0.00722623436170017	0.0343800841689142	0.0623505699646355	0.0509103103545499	0.0550344356607649	0.0397649972557627	0.0532175797904541	0.0492245377546832	0.112385934840203
PLEKHN1	0.0249368891012304	0.0050762175165243	0.047814622742089	0.0293510554745738	0.0508764638042552	0.0411220399458046	0.0450496286230534	0.0741603312011966	0.0497142033040351	0.0389833596456016	0.0292689347132701
HES4	0.212163454898263	1.1271096186966	1.07204567477646	1.10412819033377	0.778141301799768	0.344783065268351	0.7998914924304	0.611727759370999	0.405321560289707	0.404087259760771	0.728377721646188
ISG15	2.36777848457774	2.51650545488648	1.54260688995024	1.94560936725655	2.48830610984916	1.36628341275917	2.2873481240311	2.8100478824108	2.72248415512061	3.18903717163212	1.7039347288469
C1orf159	0.0998595109222349	0.0444588818647476	0.220801038679413	0.125681458422842	0.134774201963699	0.0915360435022866	0.115937204470205	0.136343781135141	0.117249586642239	0.0560787743213287	0.154064932186041
TNFRSF18	2.35959781369504	3.01105838257613	1.15225260197372	2.37728436019909	2.80054257749664	1.81834544133963	2.31751793231402	1.51064174146805	3.45628658806947	2.73799994404552	3.41312362828438
TNFRSF4	1.65040877042367	2.24486140998937	1.06481692209433	2.30040318566139	2.44587559831643	1.38392773407999	2.41465692316208	0.973242099429515	2.54976350420026	2.29301460664557	2.42870975717088
SDF4	1.81054314387092	1.84472789710099	1.73842004073741	1.78148403870046	2.70762183872268	1.77158472333648	1.96436790006932	1.44585249693185	2.56510371581563	2.69184672364325	2.82941277030344
B3GALT6	0.0442971705706007	0.0485280208347513	0.077230450317942	0.124273182038956	0.120056923015405	0.0412561448660837	0.0545350964998449	0.0527539586297148	0.0457828478040777	0.0436885176529591	0.0571350910539193
UBE2J2	0.729022211369699	0.606759260143502	0.95306842732814	0.872668426725261	1.3335111386523	0.691291367570055	0.575268834150907	0.580340538237049	0.966547503544182	0.867746222639481	0.966605187804097
ACAP3	0.0617183199303374	0.0820452058366777	0.156140854860924	0.104035521293621	0.143495076823442	0.10209302177022	0.0972667851957063	0.0979905656675138	0.119127868661667	0.14641031852086	0.155095076332036
PUSL1	0.231064944565046	0.414473129113377	0.367591302428686	0.385438949396153	0.330038598818999	0.224358191954148	0.366184663143919	0.226642440990375	0.416851268263571	0.257465996735377	0.424523118262089
CPTP	0.229259330421531	0.480388500168102	0.477230173407153	0.438827859741031	0.642145395279935	0.29528089751865	0.270532205843868	0.252174411885338	0.522402333337614	0.443960485643927	0.638953521346317
DVL1	0.0492531657671323	0.132158318777476	0.203188568385781	0.102721049498544	0.117033646690487	0.085272514706247	0.10836383422168	0.0831946486035914	0.0760246712869811	0.0509525846158511	0.0772452731497719
AURKAIP1	2.17764983752694	2.28580559589126	2.65223863006043	2.56917820457155	3.58059042385693	2.16155923121535	1.98359301799682	1.88124579181908	2.87189547566114	2.46902313778749	2.80657066013796
CCNL2	0.792663118295157	0.771106298595299	0.982403778472408	0.757505170206051	0.741000138595182	0.709014634535521	0.721317990736023	0.841254418020834	0.752352725205214	0.831965966820198	0.847486795281066
MRPL20	1.67651744183566	1.56007652863771	1.66755516308084	1.93197144246091	2.64358261816858	1.43741646224295	1.19636232475436	1.4089510008278	2.37269068200147	2.0171762997731	1.55574156819247
ATAD3C	0.0263697389833559	0	0.0578068691883441	0.0177065597313751	0.0280265414518874	0.0489939361197092	0.0119177006809824	0.0253615763408552	0.0186119691672105	0	0.0106551859547685
ATAD3B	0.262333970341661	0.145853756810782	0.216252972771141	0.303186948632718	0.26510249299027	0.193427710639282	0.189113121829264	0.0911821730344347	0.294127772672692	0.359578460241477	0.324855659354345
ATAD3A	0.154559487303939	0.230125530634246	0.244134953716683	0.257454227461989	0.301188836642831	0.170853252863092	0.167565051447991	0.167695830945781	0.292305090218357	0.267600161313829	0.305224382129514
SSU72	1.04643371255057	1.05598282503609	1.56453903902123	1.48055985854586	1.93707251865647	1.09752158937274	0.977084537198619	1.22396377852536	1.57286661135689	1.71429435173587	1.38253358375606
MIB2	0.21469538914245	0.402617088588231	0.565447384629743	0.402439379772869	0.410327591650751	0.26198893948123	0.292179679462637	0.306869632401125	0.33827981106554	0.294496870425499	0.453183619331906
MMP23B	0.0212618690908488	0.0504208256571291	0.100459621782455	0.034844059682614	0.0899436834410446	0.0477450726820643	0.111181803234173	0.050751512849362	0.0248302401394706	0.0668331767581145	0.013042974409944
CDK11B	0.769514511318913	0.914194869796782	0.905637304011624	1.00148189226727	0.658877023115368	0.413028328483094	0.708107277750559	0.723401621019116	0.970247055638681	1.03972356697942	1.0582254326384
SLC35E2B	0.377898547787487	0.255758932849984	0.233476083590321	0.250138497763772	0.33815516124465	0.191160767706015	0.206424617857857	0.249488603623143	0.233778522164746	0.38048748140002	0.41047036692417
CDK11A	0.742188530959621	0.789503218294293	0.730652319990683	0.974004478414218	0.620564461192401	0.433784394004648	0.782484042252476	0.691762267409008	0.886253060799929	0.960516832085845	0.97540594888366
SLC35E2	0.0815080242734516	0.0807909570422806	0.118624411917726	0.108119282287545	0.0757511057072196	0.130951417526663	0.0873415237064269	0.128018419652048	0.0850855600153353	0.0461831107539621	0.190968584557637
NADK	0.322178645041887	0.157314540818965	0.262247115791501	0.316781814693184	0.521256346599711	0.239007601857897	0.208801347975839	0.234411008239469	0.242173076901529	0.314426475591767	0.386810189280349
GNB1	0.606074823957635	0.722341329773241	1.00704167913181	0.842709268957112	1.12685250677538	0.605709820206157	0.672962145875049	0.697729943196146	0.65290919514515	0.580646347028783	0.624836749128693
PRKCZ	0.0672622378508001	0.0488721219958735	0.182382848834413	0.146296253394546	0.107916506063185	0.0919776047626925	0.123511226997079	0.158332286360261	0.205770102976645	0.133536227998817	0.149625621768714
FAAP20	0.433231079369068	0.515831368789201	0.632353063988328	0.646186789052253	0.759082089133342	0.583829045656139	0.439681509751558	0.589216918432163	0.488929572103107	0.277228585117282	0.348223859554218
SKI	0.366317616884638	0.590700954130934	0.547761062202219	0.631680799898864	0.585935857797492	0.310821029997	0.5075301768708	0.592499925885975	0.602208461527016	0.528543843592713	0.533343690678229
MORN1	0.0218989635295191	0	0.0254559214150098	0.0236331561278649	0.0239361795251809	0.0203344986188032	0.00558856247955233	0.0222638584147748	0.00976209582167891	0	0.010265387567944
RER1	1.03634771392434	0.999573394335478	1.17386280697358	1.12648058560689	1.53354757369382	1.04523696802386	0.820079892934065	0.892237209145961	1.28850402525847	1.11805740437667	1.22248819027168
PEX10	0.129084730259614	0.183507180058217	0.198099199186732	0.129371652079464	0.212115979873956	0.114521347144427	0.0805987216866976	0.112196675487271	0.132653951323559	0.0454111043277556	0.113862867740715
PLCH2	0.0247813297780429	0.0225415588628657	0.0167028075856534	0.0123309244715234	0.00933505866379998	0.024097653791877	0.0209675848273034	0.0726321516602764	0.0106092945703409	0.0200944964851483	0.0103243693647157
PANK4	0.230026489834834	0.150925928727812	0.243857543064204	0.177650016556759	0.203776251823212	0.151604025020889	0.166788524980299	0.169940432588306	0.280968569699263	0.237034912997638	0.374154949183753
TNFRSF14	1.80406100568518	0.949850875975186	0.458261680423764	1.15109119012416	1.12694466565825	0.918295852387392	0.806301479346988	1.23898961163613	1.05108695415537	0.678641892894991	1.03729340992741
FAM213B	0.139100531642292	0.152271436626106	0.179818924177751	0.166719792684684	0.161406054026764	0.147513702649125	0.0687524510741434	0.14131627782044	0.165330969536502	0.0641374604451416	0.18048007999358
MMEL1	0.00684126156898912	0	0	0	0.00644607273883346	0.00160511267483088	0	0.00552543889009979	0.00925069387861935	0	0.00342549210736785
MEGF6	0.0245559429144065	0.0433054195632664	0.25501881051084	0.102794912227269	0.0453193607800209	0.0831426516380451	0.0626416647292061	0.0611647019645588	0.0251996497707898	0.0105755704160305	0.0386901775301609
TPRG1L	0.198681333572486	0.207089482669958	0.232162662653414	0.249401517164958	0.295903725178021	0.168242274788803	0.206169816242365	0.183023456637458	0.29005314753155	0.321509986342846	0.374351869315897
WRAP73	0.495310966636852	0.345437170402219	0.362182453128133	0.347626897793836	0.445664264515414	0.347135802850263	0.301580940414706	0.284291259259974	0.510242557537055	0.436756899418374	0.811352112540392
TP73-AS1	0.0611629756912645	0.0562572149376593	0.0835889223741829	0.0738993295537815	0.0652186397805999	0.0549078138245664	0.0320668966374279	0.0367240133736081	0.0430538437401079	0.0369747601345595	0.0689542198989918
LRRC47	0.598817329147287	0.401982127137473	0.557163978292085	0.598570540963122	0.712439967806868	0.460865583472532	0.43675991075856	0.42187800015267	0.853884621372481	0.847338289679992	0.873502918932826
CEP104	0.354802786375281	0.227282027799879	0.468211655898293	0.317880446367486	0.400877239467638	0.293881707536736	0.310312416605134	0.254299068595446	0.34863852320348	0.375974456801351	0.59492243596549
DFFB	0.113316319368674	0.0336595403650045	0.0739948226552162	0.0635613410226452	0.124294523374428	0.0817588510464894	0.0504207310916907	0.0443695972551504	0.116466607357901	0.0748993982370951	0.127895241204381
C1orf174	0.928037909111051	0.589958216805344	0.591158075184172	0.490340460733022	0.674728940616925	0.514249527363112	0.486238170538958	0.467193333443071	0.71237007771856	0.64718223953216	0.74181115283401
NPHP4	0.0425916580024273	0.0888967406109764	0.0774396506254589	0.0700501145449683	0.0456478565270279	0.0370335980809994	0.0640707415313871	0.0508034468788212	0.0656726012532519	0.0856008174507959	0.109003373363576
KCNAB2	0.458872460397781	0.713454900324939	0.178037796509306	0.491792992044145	0.674513797695326	0.34672574367803	0.349303183066466	0.58391542986239	0.595064976302381	0.683803840888451	0.569655328091543
RPL22	6.25995749350894	5.51932739076856	6.35884997400614	5.91298746604742	5.92814179206787	5.2702521256652	5.61712859235239	5.77521759476109	5.32304889898854	5.40669054439962	6.14738307186049
RNF207	0.0123522877072291	0	0.0114659943020847	0.022292587473148	0.0360159819495034	0.0201663012395321	0.00941876752168507	0.0298699452966745	0.0216319403710996	0.0172214119251483	0.0212329547311937
ICMT	0.267446148981541	0.3660535587078	0.272775873110792	0.408277627846651	0.597350377518402	0.310162392395751	0.316521373561116	0.283328013777517	0.54255170095393	0.444405326889172	0.589036548358561
ACOT7	0.135718128238235	0.202292062633305	0.461762095678856	0.250424568655768	0.490307417818884	0.236322234042877	0.283124702197839	0.36633691799886	0.274906675776661	0.290245580631881	0.216995353333733
